video,target,strict,frame_index,split,saved_image,saved_label,saved_preview,num_boxes,labels,top_label,top_conf
DJI_20260410102649_0017_D.MP4,drowning,False,6170,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_006170.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_006170.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_006170.jpg,3,"swimming,tread water,drowning",swimming,0.6196
DJI_20260410102649_0017_D.MP4,drowning,False,6230,val,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/val/drowning__DJI_20260410102649_0017_D__frame_006230.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/val/drowning__DJI_20260410102649_0017_D__frame_006230.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/val/drowning__DJI_20260410102649_0017_D__frame_006230.jpg,4,"drowning,tread water,tread water,drowning",drowning,0.4551
DJI_20260410102649_0017_D.MP4,drowning,False,6290,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_006290.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_006290.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_006290.jpg,4,"drowning,tread water,swimming,tread water",drowning,0.5135
DJI_20260410102649_0017_D.MP4,drowning,False,6363,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_006363.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_006363.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_006363.jpg,4,"tread water,tread water,tread water,drowning",tread water,0.5533
DJI_20260410102649_0017_D.MP4,drowning,False,6423,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_006423.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_006423.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_006423.jpg,3,"drowning,tread water,tread water",drowning,0.7033
DJI_20260410102649_0017_D.MP4,drowning,False,6483,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_006483.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_006483.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_006483.jpg,3,"drowning,tread water,tread water",drowning,0.6016
DJI_20260410102649_0017_D.MP4,drowning,False,6543,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_006543.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_006543.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_006543.jpg,2,"tread water,drowning",tread water,0.6057
DJI_20260410102649_0017_D.MP4,drowning,False,6632,val,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/val/drowning__DJI_20260410102649_0017_D__frame_006632.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/val/drowning__DJI_20260410102649_0017_D__frame_006632.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/val/drowning__DJI_20260410102649_0017_D__frame_006632.jpg,3,"tread water,tread water,drowning",tread water,0.4596
DJI_20260410102649_0017_D.MP4,drowning,False,6695,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_006695.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_006695.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_006695.jpg,3,"tread water,tread water,drowning",tread water,0.5072
DJI_20260410102649_0017_D.MP4,drowning,False,6868,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_006868.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_006868.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_006868.jpg,2,"tread water,drowning",tread water,0.5996
DJI_20260410102649_0017_D.MP4,drowning,False,6929,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_006929.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_006929.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_006929.jpg,2,"tread water,drowning",tread water,0.5656
DJI_20260410102649_0017_D.MP4,drowning,False,6989,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_006989.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_006989.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_006989.jpg,3,"tread water,drowning,tread water",tread water,0.6170
DJI_20260410102649_0017_D.MP4,drowning,False,7049,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_007049.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_007049.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_007049.jpg,4,"tread water,tread water,drowning,tread water",tread water,0.3847
DJI_20260410102649_0017_D.MP4,drowning,False,7109,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_007109.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_007109.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_007109.jpg,3,"tread water,tread water,drowning",tread water,0.6072
DJI_20260410102649_0017_D.MP4,drowning,False,7333,val,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/val/drowning__DJI_20260410102649_0017_D__frame_007333.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/val/drowning__DJI_20260410102649_0017_D__frame_007333.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/val/drowning__DJI_20260410102649_0017_D__frame_007333.jpg,3,"tread water,tread water,drowning",tread water,0.7660
DJI_20260410102649_0017_D.MP4,drowning,False,7393,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_007393.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_007393.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_007393.jpg,4,"tread water,tread water,drowning,tread water",tread water,0.4904
DJI_20260410102649_0017_D.MP4,drowning,False,7453,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_007453.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_007453.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_007453.jpg,4,"tread water,tread water,tread water,drowning",tread water,0.5615
DJI_20260410102649_0017_D.MP4,drowning,False,7513,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_007513.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_007513.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_007513.jpg,2,"drowning,tread water",drowning,0.5975
DJI_20260410102649_0017_D.MP4,drowning,False,7573,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_007573.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_007573.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_007573.jpg,1,drowning,drowning,0.5553
DJI_20260410102649_0017_D.MP4,drowning,False,7633,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_007633.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_007633.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_007633.jpg,2,"drowning,tread water",drowning,0.5900
DJI_20260410102649_0017_D.MP4,drowning,False,7693,val,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/val/drowning__DJI_20260410102649_0017_D__frame_007693.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/val/drowning__DJI_20260410102649_0017_D__frame_007693.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/val/drowning__DJI_20260410102649_0017_D__frame_007693.jpg,2,"drowning,drowning",drowning,0.5710
DJI_20260410102649_0017_D.MP4,drowning,False,7753,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_007753.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_007753.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_007753.jpg,1,drowning,drowning,0.5983
DJI_20260410102649_0017_D.MP4,drowning,False,7813,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_007813.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_007813.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_007813.jpg,2,"tread water,drowning",tread water,0.6035
DJI_20260410102649_0017_D.MP4,drowning,False,7873,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_007873.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_007873.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_007873.jpg,3,"drowning,tread water,tread water",drowning,0.5448
DJI_20260410102649_0017_D.MP4,drowning,False,7980,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_007980.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_007980.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_007980.jpg,3,"tread water,tread water,drowning",tread water,0.6065
DJI_20260410102649_0017_D.MP4,drowning,False,8040,val,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/val/drowning__DJI_20260410102649_0017_D__frame_008040.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/val/drowning__DJI_20260410102649_0017_D__frame_008040.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/val/drowning__DJI_20260410102649_0017_D__frame_008040.jpg,2,"drowning,tread water",drowning,0.5538
DJI_20260410102649_0017_D.MP4,drowning,False,8123,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_008123.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_008123.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_008123.jpg,3,"tread water,tread water,drowning",tread water,0.5739
DJI_20260410102649_0017_D.MP4,drowning,False,8183,val,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/val/drowning__DJI_20260410102649_0017_D__frame_008183.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/val/drowning__DJI_20260410102649_0017_D__frame_008183.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/val/drowning__DJI_20260410102649_0017_D__frame_008183.jpg,3,"tread water,tread water,drowning",tread water,0.6454
DJI_20260410102649_0017_D.MP4,drowning,False,8243,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_008243.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_008243.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_008243.jpg,2,"tread water,drowning",tread water,0.5304
DJI_20260410102649_0017_D.MP4,drowning,False,8303,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_008303.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_008303.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_008303.jpg,3,"tread water,tread water,drowning",tread water,0.6309
DJI_20260410102649_0017_D.MP4,drowning,False,8363,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_008363.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_008363.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_008363.jpg,4,"tread water,drowning,tread water,tread water",tread water,0.5493
DJI_20260410102649_0017_D.MP4,drowning,False,8425,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_008425.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_008425.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_008425.jpg,4,"tread water,tread water,drowning,tread water",tread water,0.5304
DJI_20260410102649_0017_D.MP4,drowning,False,8485,val,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/val/drowning__DJI_20260410102649_0017_D__frame_008485.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/val/drowning__DJI_20260410102649_0017_D__frame_008485.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/val/drowning__DJI_20260410102649_0017_D__frame_008485.jpg,2,"drowning,tread water",drowning,0.5827
DJI_20260410102649_0017_D.MP4,drowning,False,8545,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_008545.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_008545.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_008545.jpg,4,"tread water,drowning,tread water,tread water",tread water,0.4773
DJI_20260410102649_0017_D.MP4,drowning,False,8605,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_008605.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_008605.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_008605.jpg,3,"tread water,drowning,tread water",tread water,0.6719
DJI_20260410102649_0017_D.MP4,drowning,False,8665,val,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/val/drowning__DJI_20260410102649_0017_D__frame_008665.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/val/drowning__DJI_20260410102649_0017_D__frame_008665.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/val/drowning__DJI_20260410102649_0017_D__frame_008665.jpg,2,"tread water,drowning",tread water,0.6580
DJI_20260410102649_0017_D.MP4,drowning,False,8725,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_008725.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_008725.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_008725.jpg,5,"drowning,drowning,tread water,tread water,drowning",drowning,0.5031
DJI_20260410102649_0017_D.MP4,drowning,False,8785,val,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/val/drowning__DJI_20260410102649_0017_D__frame_008785.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/val/drowning__DJI_20260410102649_0017_D__frame_008785.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/val/drowning__DJI_20260410102649_0017_D__frame_008785.jpg,2,"drowning,drowning",drowning,0.5739
DJI_20260410102649_0017_D.MP4,drowning,False,8845,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_008845.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_008845.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_008845.jpg,3,"drowning,swimming,drowning",drowning,0.3604
DJI_20260410102649_0017_D.MP4,drowning,False,8905,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_008905.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_008905.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_008905.jpg,2,"drowning,tread water",drowning,0.5663
DJI_20260410102649_0017_D.MP4,drowning,False,8968,val,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/val/drowning__DJI_20260410102649_0017_D__frame_008968.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/val/drowning__DJI_20260410102649_0017_D__frame_008968.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/val/drowning__DJI_20260410102649_0017_D__frame_008968.jpg,4,"tread water,tread water,tread water,drowning",tread water,0.6989
DJI_20260410102649_0017_D.MP4,drowning,False,9028,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_009028.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_009028.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_009028.jpg,4,"tread water,tread water,tread water,drowning",tread water,0.6262
DJI_20260410102649_0017_D.MP4,drowning,False,9111,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_009111.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_009111.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_009111.jpg,2,"tread water,drowning",tread water,0.7576
DJI_20260410102649_0017_D.MP4,drowning,False,9179,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_009179.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_009179.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_009179.jpg,3,"tread water,tread water,drowning",tread water,0.7118
DJI_20260410102649_0017_D.MP4,drowning,False,9617,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_009617.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_009617.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_009617.jpg,4,"tread water,tread water,tread water,drowning",tread water,0.7252
DJI_20260410102649_0017_D.MP4,drowning,False,9744,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_009744.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_009744.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_009744.jpg,3,"tread water,tread water,drowning",tread water,0.6125
DJI_20260410102649_0017_D.MP4,drowning,False,9861,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_009861.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_009861.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_009861.jpg,3,"tread water,tread water,drowning",tread water,0.6621
DJI_20260410102649_0017_D.MP4,drowning,False,9921,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_009921.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_009921.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_009921.jpg,3,"tread water,drowning,tread water",tread water,0.4774
DJI_20260410102649_0017_D.MP4,drowning,False,9981,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_009981.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_009981.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_009981.jpg,2,"drowning,tread water",drowning,0.6616
DJI_20260410102649_0017_D.MP4,drowning,False,10190,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_010190.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_010190.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_010190.jpg,3,"tread water,tread water,drowning",tread water,0.6641
DJI_20260410102649_0017_D.MP4,drowning,False,10290,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_010290.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_010290.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_010290.jpg,3,"tread water,tread water,drowning",tread water,0.6497
DJI_20260410102649_0017_D.MP4,drowning,False,10378,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_010378.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_010378.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_010378.jpg,4,"tread water,tread water,drowning,tread water",tread water,0.4407
DJI_20260410102649_0017_D.MP4,drowning,False,10438,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_010438.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_010438.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_010438.jpg,3,"tread water,tread water,drowning",tread water,0.5386
DJI_20260410102649_0017_D.MP4,drowning,False,10643,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_010643.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_010643.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_010643.jpg,4,"tread water,tread water,drowning,tread water",tread water,0.7753
DJI_20260410102649_0017_D.MP4,drowning,False,10869,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_010869.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_010869.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_010869.jpg,2,"tread water,drowning",tread water,0.6586
